"Gene_name","Gene_id","Transcript_id"
"FASTKD5","ENSG00000215251.3","ENST00000380266.3"
"GOLGA8B","ENSG00000215252.11","ENST00000342314.9"
"KCNU1","ENSG00000215262.7","ENST00000399881.7"
"GAGE12G","ENSG00000215269.5","ENST00000445148.1"
"HOMEZ","ENSG00000215271.7","ENST00000561013.2"
"GAGE10","ENSG00000215274.5","ENST00000407599.3"
"RNF212B","ENSG00000215277.8","ENST00000399910.5"
"DDX3X","ENSG00000215301.9","ENST00000629496.2"
"VPS16","ENSG00000215305.9","ENST00000380445.7"
"ZNF705D","ENSG00000215343.7","ENST00000400085.7"
"ZNF705B","ENSG00000215356.4","ENST00000400120.3"
"ZNF705G","ENSG00000215372.6","ENST00000400156.4"
"MYL5","ENSG00000215375.6","ENST00000400159.6"
"SCRT2","ENSG00000215397.3","ENST00000246104.6"
"ZNF407","ENSG00000215421.9","ENST00000299687.9"
"NPEPL1","ENSG00000215440.11","ENST00000356091.10"
"KRTAP10-4","ENSG00000215454.6","ENST00000400374.4"
"KRTAP10-1","ENSG00000215455.4","ENST00000400375.1"
"RPL17-C18orf32","ENSG00000215472.10","ENST00000584895.5"
"SKOR2","ENSG00000215474.7","ENST00000425639.2"
"SIAH3","ENSG00000215475.4","ENST00000400405.3"
"EFCAB8","ENSG00000215529.12","ENST00000400522.8"
"DEFB116","ENSG00000215545.1","ENST00000400549.1"
"DEFB115","ENSG00000215547.1","ENST00000400552.1"
"GAB4","ENSG00000215568.7","ENST00000400588.5"
"C20orf202","ENSG00000215595.1","ENST00000400633.1"
"HMX1","ENSG00000215612.7","ENST00000400677.4"
"GCGR","ENSG00000215644.9","ENST00000400723.7"
"RSC1A1","ENSG00000215695.1","ENST00000345034.1"
"CELA2B","ENSG00000215704.9","ENST00000375910.7"
"TMEM242","ENSG00000215712.10","ENST00000400788.8"
"TMEM167B","ENSG00000215717.5","ENST00000338272.8"
"FAM72D","ENSG00000215784.5","ENST00000400889.2"
"SLC35E2","ENSG00000215790.6","ENST00000246421.4"
"ZC3H11B","ENSG00000215817.5","ENST00000636126.1"
"TSTD1","ENSG00000215845.10","ENST00000423014.2"
"RPTN","ENSG00000215853.3","ENST00000316073.3"
"CYB5RL","ENSG00000215883.10","ENST00000287899.13"
"LACTBL1","ENSG00000215906.8","ENST00000426928.6"
"TTC34","ENSG00000215912.12","ENST00000401095.8"
"ATAD3C","ENSG00000215915.9","ENST00000378785.6"
"IFI30","ENSG00000216490.3","ENST00000407280.3"
"IGSF23","ENSG00000216588.8","ENST00000402988.5"
"GAGE12E","ENSG00000216649.3","ENST00000381698.3"
"AC131097.4","ENSG00000216921.7","ENST00000401641.2"
"FNIP1","ENSG00000217128.11","ENST00000307968.11"
"SP9","ENSG00000217236.1","ENST00000394967.2"
"SYCE3","ENSG00000217442.3","ENST00000406915.3"
"CKLF","ENSG00000217555.12","ENST00000351137.8"
"PAM16","ENSG00000217930.7","ENST00000318059.7"
"TENM3","ENSG00000218336.8","ENST00000511685.5"
"CEBPZOS","ENSG00000218739.9","ENST00000402297.5"
"TDRD15","ENSG00000218819.4","ENST00000622654.1"
"PAPOLB","ENSG00000218823.1","ENST00000404991.1"
"ZNF579","ENSG00000218891.4","ENST00000325421.6"
"CELA3B","ENSG00000219073.7","ENST00000337107.10"
"RNASEK","ENSG00000219200.11","ENST00000593646.5"
"TEX40","ENSG00000219435.5","ENST00000328404.7"
"FAM19A5","ENSG00000219438.8","ENST00000358295.9"
"NBPF1","ENSG00000219481.10","ENST00000430580.6"
"UMAD1","ENSG00000219545.11","ENST00000636849.1"
"PPP1R3G","ENSG00000219607.3","ENST00000405617.3"
"FAM228B","ENSG00000219626.8","ENST00000611138.1"
"LINGO3","ENSG00000220008.3","ENST00000585527.1"
"VAMP2","ENSG00000220205.8","ENST00000316509.10"
"OR6B1","ENSG00000221813.3","ENST00000408922.3"
"EBF2","ENSG00000221818.8","ENST00000520164.5"
"C6orf226","ENSG00000221821.3","ENST00000408925.3"
"PPP3R1","ENSG00000221823.10","ENST00000234310.7"
"PSG3","ENSG00000221826.9","ENST00000327495.9"
"OR2A5","ENSG00000221836.2","ENST00000408906.2"
"KRTAP10-9","ENSG00000221837.5","ENST00000397911.4"
"AP4M1","ENSG00000221838.9","ENST00000359593.8"
"OR4A5","ENSG00000221840.3","ENST00000319760.7"
"C2orf16","ENSG00000221843.4","ENST00000408964.4"
"KRTAP1-5","ENSG00000221852.4","ENST00000361883.5"
"TAS2R41","ENSG00000221855.1","ENST00000408916.1"
"OR2A12","ENSG00000221858.2","ENST00000408949.2"
"KRTAP10-10","ENSG00000221859.2","ENST00000380095.2"
"KRTAP12-2","ENSG00000221864.4","ENST00000360770.3"
"PLXNA4","ENSG00000221866.9","ENST00000321063.8"
"MAGEA3","ENSG00000221867.8","ENST00000370278.3"
"CEBPD","ENSG00000221869.4","ENST00000408965.3"
"TMEM257","ENSG00000221870.2","ENST00000408967.2"
"ZNF816-ZNF321P","ENSG00000221874.4","ENST00000391777.3"
"PSG7","ENSG00000221878.12","ENST00000406070.6"
"KRTAP1-3","ENSG00000221880.3","ENST00000344363.6"
"OR3A2","ENSG00000221882.2","ENST00000408891.2"
"ARIH2OS","ENSG00000221883.2","ENST00000408959.2"
"ZBED8","ENSG00000221886.3","ENST00000408953.3"
"HMSD","ENSG00000221887.5","ENST00000526932.1"
"OR1C1","ENSG00000221888.3","ENST00000408896.3"
"NPTXR","ENSG00000221890.3","ENST00000333039.2"
"POM121L12","ENSG00000221900.5","ENST00000408890.5"
"FAM200A","ENSG00000221909.2","ENST00000449309.1"
"OR2F2","ENSG00000221910.2","ENST00000408955.2"
"PPP2R2A","ENSG00000221914.9","ENST00000315985.7"
"C19orf73","ENSG00000221916.3","ENST00000408991.3"
"ZNF880","ENSG00000221923.8","ENST00000422689.2"
"TRIM16","ENSG00000221926.11","ENST00000577886.5"
"OR6X1","ENSG00000221931.2","ENST00000327930.2"
"HEPN1","ENSG00000221932.6","ENST00000408930.6"
"OR2A25","ENSG00000221933.2","ENST00000408898.2"
"TAS2R40","ENSG00000221937.4","ENST00000408947.4"
"OR2A14","ENSG00000221938.4","ENST00000408899.2"
"TIGD1","ENSG00000221944.6","ENST00000408957.4"
"FXYD7","ENSG00000221946.7","ENST00000270310.6"
"XKR9","ENSG00000221947.7","ENST00000520030.5"
"OR4C12","ENSG00000221954.2","ENST00000335238.4"
"SLC12A8","ENSG00000221955.10","ENST00000430155.6"
"PRR21","ENSG00000221961.3","ENST00000408934.1"
"APOL6","ENSG00000221963.5","ENST00000409652.4"
"FADS3","ENSG00000221968.8","ENST00000278829.6"
"OR2A1","ENSG00000221970.1","ENST00000408951.1"
"C3orf36","ENSG00000221972.3","ENST00000408895.3"
"OR4E2","ENSG00000221977.1","ENST00000408935.1"
"UBA52","ENSG00000221983.7","ENST00000430157.6"
"MYBPHL","ENSG00000221986.6","ENST00000357155.1"
"PPT2","ENSG00000221988.12","ENST00000324816.10"
"OR2A2","ENSG00000221989.2","ENST00000408979.2"
"ZNF630","ENSG00000221994.10","ENST00000442455.7"
"TIAF1","ENSG00000221995.5","ENST00000359450.6"
"RAB6C","ENSG00000222014.5","ENST00000410061.3"
"C21orf140","ENSG00000222018.1","ENST00000410005.1"
"PSMB11","ENSG00000222028.3","ENST00000408907.3"
"POTEJ","ENSG00000222038.3","ENST00000409602.1"
"C10orf55","ENSG00000222047.8","ENST00000412307.3"
"RP11-211G3.2","ENSG00000223401.2","ENST00000450760.2"
"TRIM49D1","ENSG00000223417.8","ENST00000605881.5"
"USP17L2","ENSG00000223443.2","ENST00000333796.3"
"EXOSC6","ENSG00000223496.2","ENST00000435634.2"
"VPS52","ENSG00000223501.8","ENST00000445902.2"
"CDRT15","ENSG00000223510.6","ENST00000431716.2"
"ZNF844","ENSG00000223547.9","ENST00000439326.7"
"USP17L15","ENSG00000223569.6","ENST00000456464.1"
"CKMT1A","ENSG00000223572.9","ENST00000434505.5"
"TINCR","ENSG00000223573.6","ENST00000448587.5"
"CENPVL1","ENSG00000223591.5","ENST00000602548.2"
"EBLN1","ENSG00000223601.2","ENST00000422359.2"
"HBD","ENSG00000223609.7","ENST00000380299.3"
"ZNF735","ENSG00000223614.5","ENST00000429565.4"
"RFPL4A","ENSG00000223638.3","ENST00000434937.2"
"C1GALT1C1L","ENSG00000223658.7","ENST00000475092.3"
"CERS1","ENSG00000223802.7","ENST00000542296.6"
"HLA-DPB1","ENSG00000223865.10","ENST00000418931.6"
"C1QTNF5","ENSG00000223953.5","ENST00000528368.2"
"CPTP","ENSG00000224051.6","ENST00000343938.8"
"LINC00633","ENSG00000224107.5","ENST00000423661.1"
"CENPVL3","ENSG00000224109.2","ENST00000417339.2"
"PRR29","ENSG00000224383.7","ENST00000412177.5"
"ADM5","ENSG00000224420.3","ENST00000420022.3"
"CXorf51A","ENSG00000224440.1","ENST00000458472.1"
"ATXN1L","ENSG00000224470.7","ENST00000427980.6"
"SMIM13","ENSG00000224531.5","ENST00000416247.3"
"GPX5","ENSG00000224586.6","ENST00000412168.6"
"GAGE12J","ENSG00000224659.2","ENST00000442437.2"
"NPIPA3","ENSG00000224712.12","ENST00000526520.5"
"NDUFAF8","ENSG00000224877.3","ENST00000431388.2"
"GAGE12H","ENSG00000224902.5","ENST00000381722.1"
"APOC4-APOC2","ENSG00000224916.9","ENST00000589057.5"
"PRRT4","ENSG00000224940.8","ENST00000489835.6"
"PPP4R3CP","ENSG00000224960.4","ENST00000412172.3"
"TMEM233","ENSG00000224982.3","ENST00000426426.2"
"LL0XNC01-16G2.1","ENSG00000225110.2","ENST00000436629.2"
"AATK-AS1","ENSG00000225180.7","ENST00000637878.1"
"USP17L3","ENSG00000225327.3","ENST00000530484.1"
"CT62","ENSG00000225362.8","ENST00000449977.6"
"FAM236D","ENSG00000225396.5","ENST00000419795.5"
"MKRN2OS","ENSG00000225526.4","ENST00000564146.3"
"RP3-370M22.8","ENSG00000225528.3","ENST00000424496.2"
"C2CD4D","ENSG00000225556.1","ENST00000454109.1"
"ZNF469","ENSG00000225614.2","ENST00000437464.1"
"MCRIP1","ENSG00000225663.7","ENST00000455127.6"
"SLC26A6","ENSG00000225697.12","ENST00000420764.6"
"OR6V1","ENSG00000225781.1","ENST00000418316.1"
"CTD-2313N18.7","ENSG00000225805.4","ENST00000530210.1"
"ERCC6","ENSG00000225830.12","ENST00000447839.6"
"LINC00694","ENSG00000225873.3","ENST00000636468.1"
"FRG2B","ENSG00000225899.7","ENST00000425520.1"
"NOL7","ENSG00000225921.6","ENST00000451315.6"
"CTAGE4","ENSG00000225932.3","ENST00000486333.1"
"C5orf67","ENSG00000225940.5","ENST00000438651.5"
"NTF4","ENSG00000225950.8","ENST00000593537.1"
"ELFN1","ENSG00000225968.7","ENST00000424383.4"
"PIGBOS1","ENSG00000225973.3","ENST00000436697.2"
"CT47A6","ENSG00000226023.6","ENST00000419194.3"
"FTCDNL1","ENSG00000226124.6","ENST00000622774.1"
"TEX22","ENSG00000226174.6","ENST00000451127.2"
"OR52I2","ENSG00000226288.1","ENST00000312614.4"
"CROCC2","ENSG00000226321.5","ENST00000443866.2"
"DCAF8L1","ENSG00000226372.3","ENST00000441525.3"
"USP17L7","ENSG00000226430.6","ENST00000530447.4"
"TMEM185B","ENSG00000226479.3","ENST00000426077.2"
"AC138647.1","ENSG00000226490.1","ENST00000427937.1"
"KIF4B","ENSG00000226650.5","ENST00000435029.5"
"CT47A12","ENSG00000226685.4","ENST00000419982.3"
"AC005281.1","ENSG00000226690.7","ENST00000636804.1"
"RP11-397G17.1","ENSG00000226733.2","ENST00000415106.1"
"HSBP1L1","ENSG00000226742.3","ENST00000451882.2"
"TAS2R46","ENSG00000226761.3","ENST00000533467.1"
"SRRM5","ENSG00000226763.4","ENST00000417606.2"
"PGAM4","ENSG00000226784.2","ENST00000458128.2"
"LINC00371","ENSG00000226792.7","ENST00000563710.6"
"ERVMER34-1","ENSG00000226887.7","ENST00000440542.1"
"RBMY1J","ENSG00000226941.8","ENST00000250831.5"
"LTA","ENSG00000226979.8","ENST00000418386.2"
"C14orf132","ENSG00000227051.6","ENST00000555004.2"
"WDR46","ENSG00000227057.9","ENST00000374617.8"
"ANHX","ENSG00000227059.6","ENST00000419717.2"
"ZNF717","ENSG00000227124.8","ENST00000477374.5"
"USP17L5","ENSG00000227140.3","ENST00000507227.1"
"PRR20D","ENSG00000227151.4","ENST00000452123.3"
"SPANXB1","ENSG00000227234.1","ENST00000449283.1"
"KLLN","ENSG00000227268.3","ENST00000445946.3"
"PARG","ENSG00000227345.8","ENST00000402038.7"
"AKR1B15","ENSG00000227471.8","ENST00000457545.6"
"GAGE12D","ENSG00000227488.2","ENST00000405679.3"
"SCAMP4","ENSG00000227500.9","ENST00000316097.12"
"LTB","ENSG00000227507.2","ENST00000429299.2"
"USP17L12","ENSG00000227551.1","ENST00000415041.1"
"RD3L","ENSG00000227729.3","ENST00000557640.1"
"C1orf234","ENSG00000227868.5","ENST00000440767.2"
"MRLN","ENSG00000227877.6","ENST00000414264.5"
"POLR2J2","ENSG00000228049.7","ENST00000358438.6"
"BOD1L2","ENSG00000228075.4","ENST00000585477.1"
"IFNA14","ENSG00000228083.2","ENST00000380222.3"
"OR2M3","ENSG00000228198.2","ENST00000456743.2"
"MT-ATP8","ENSG00000228253.1","ENST00000361851.1"
"ORM2","ENSG00000228278.3","ENST00000431067.2"
"C19orf24","ENSG00000228300.13","ENST00000469144.5"
"TSTD3","ENSG00000228439.5","ENST00000452647.2"
"OST4","ENSG00000228474.5","ENST00000456793.1"
"CT47A7","ENSG00000228517.2","ENST00000434883.2"
"VN1R4","ENSG00000228567.3","ENST00000311170.5"
"NUTM2E","ENSG00000228570.7","ENST00000429984.4"
"FNDC10","ENSG00000228594.3","ENST00000422725.3"
"CLDN25","ENSG00000228607.2","ENST00000453129.2"
"PROB1","ENSG00000228672.3","ENST00000434752.3"
"DHFR","ENSG00000228716.6","ENST00000439211.6"
"SAPCD1","ENSG00000228727.8","ENST00000415669.3"
"CT45A5","ENSG00000228836.8","ENST00000617203.1"
"RPL41","ENSG00000229117.8","ENST00000501597.3"
"PGA4","ENSG00000229183.8","ENST00000378149.7"
"RFPL4AL1","ENSG00000229292.1","ENST00000341750.4"
"ORM1","ENSG00000229314.5","ENST00000259396.8"
"SPINK8","ENSG00000229453.2","ENST00000434006.2"
"NKX1-2","ENSG00000229544.8","ENST00000451024.4"
"PRAMEF25","ENSG00000229571.7","ENST00000619661.2"
"PRAC2","ENSG00000229637.3","ENST00000422730.3"
"PRR20C","ENSG00000229665.8","ENST00000544357.2"
"ZNF492","ENSG00000229676.2","ENST00000456783.2"
"PET100","ENSG00000229833.9","ENST00000594797.5"
"PGA3","ENSG00000229859.9","ENST00000325558.10"
"GK3P","ENSG00000229894.4","ENST00000505354.2"
"FAM90A26","ENSG00000229924.3","ENST00000512047.2"
"PRPS1L1","ENSG00000229937.6","ENST00000506618.3"
"IQCF3","ENSG00000229972.7","ENST00000440739.3"
"POTEB2","ENSG00000230031.10","ENST00000454856.4"
"RP11-402G3.5","ENSG00000230054.2","ENST00000423632.2"
"ANKRD66","ENSG00000230062.5","ENST00000565422.1"
"ACBD6","ENSG00000230124.6","ENST00000367595.3"
"OR4F3","ENSG00000230178.1","ENST00000456475.1"
"SSU72P8","ENSG00000230268.3","ENST00000473520.1"
"OR5H6","ENSG00000230301.5","ENST00000615035.2"
"PPP5D1","ENSG00000230510.6","ENST00000602017.5"
"MBD3L2","ENSG00000230522.5","ENST00000381393.3"
"USP17L1","ENSG00000230549.3","ENST00000529559.1"
"CCDC192","ENSG00000230561.4","ENST00000514853.3"
"RP11-402G3.3","ENSG00000230601.6","ENST00000612244.5"
"RP11-286H14.4","ENSG00000230626.4","ENST00000467614.2"
"PRB4","ENSG00000230657.6","ENST00000279575.5"
"SETSIP","ENSG00000230667.5","ENST00000485873.2"
"ANKRD63","ENSG00000230778.1","ENST00000434396.1"
"YY2","ENSG00000230797.2","ENST00000429584.2"
"STMND1","ENSG00000230873.8","ENST00000536551.5"
"KRTAP21-3","ENSG00000231068.1","ENST00000444335.1"
"OR5H1","ENSG00000231192.1","ENST00000354565.2"
"PLSCR5","ENSG00000231213.6","ENST00000443512.1"
"SBK3","ENSG00000231274.5","ENST00000612221.1"
"HLA-DPA1","ENSG00000231389.7","ENST00000419277.5"
"USP17L10","ENSG00000231396.2","ENST00000417945.1"
"RPS18","ENSG00000231500.6","ENST00000439602.6"
"TSPAN19","ENSG00000231738.10","ENST00000532498.6"
"AKAIN1","ENSG00000231824.3","ENST00000580650.1"
"CYP21A2","ENSG00000231852.6","ENST00000418967.6"
"OR5K2","ENSG00000231861.2","ENST00000427338.2"
"PRH1","ENSG00000231887.6","ENST00000543626.4"
"PSG1","ENSG00000231924.9","ENST00000436291.6"
"TAPBP","ENSG00000231925.11","ENST00000434618.6"
"PPP1R2P3","ENSG00000231989.4","ENST00000522232.2"
"MAGEB6P1","ENSG00000232030.3","ENST00000416929.2"
"ZBED9","ENSG00000232040.2","ENST00000452236.2"
"TMEM253","ENSG00000232070.8","ENST00000556585.2"
"TMA7","ENSG00000232112.3","ENST00000438607.2"
"RP11-360D2.1","ENSG00000232113.2","ENST00000417563.2"
"MCTS1","ENSG00000232119.7","ENST00000371317.9"
"MTRNR2L4","ENSG00000232196.3","ENST00000399974.4"
"ASCL5","ENSG00000232237.3","ENST00000449188.2"
"TMEM114","ENSG00000232258.6","ENST00000620492.4"
"KRTAP25-1","ENSG00000232263.1","ENST00000416044.1"
"OR52I1","ENSG00000232268.5","ENST00000530443.2"
"OR5K1","ENSG00000232382.1","ENST00000332650.5"
"LINC00493","ENSG00000232388.4","ENST00000435844.3"
"USP17L13","ENSG00000232399.3","ENST00000429667.1"
"PRAMEF6","ENSG00000232423.6","ENST00000376189.5"
"C9orf172","ENSG00000232434.2","ENST00000436881.2"
"HLA-DQB2","ENSG00000232629.8","ENST00000437316.6"
"GOLGA8N","ENSG00000232653.8","ENST00000448387.6"
"TNF","ENSG00000232810.3","ENST00000449264.2"
"PET117","ENSG00000232838.3","ENST00000432901.3"
"LYRM9","ENSG00000232859.9","ENST00000379103.7"
"DEFB130","ENSG00000232948.1","ENST00000400079.1"
"PHGR1","ENSG00000233041.8","ENST00000448599.2"
"RP11-1236K1.1","ENSG00000233050.1","ENST00000437818.1"
"WTH3DI","ENSG00000233087.7","ENST00000623617.2"
"USP17L11","ENSG00000233136.2","ENST00000613973.1"
"RNF224","ENSG00000233198.3","ENST00000445101.3"
"NPIPB7","ENSG00000233232.6","ENST00000452313.5"
"GPX1","ENSG00000233276.3","ENST00000419783.1"
"OR5H15","ENSG00000233412.4","ENST00000383696.4"
"BTBD18","ENSG00000233436.7","ENST00000436147.3"
"TMEM238","ENSG00000233493.3","ENST00000444469.3"
"TWIST2","ENSG00000233608.3","ENST00000612363.1"
"PIRT","ENSG00000233670.6","ENST00000580256.2"
"PRR23C","ENSG00000233701.3","ENST00000413199.1"
"MYCNOS","ENSG00000233718.6","ENST00000419083.5"
"AC092835.2","ENSG00000233757.6","ENST00000425953.5"
"TRIM49D2","ENSG00000233802.8","ENST00000623787.3"
"TSPY4","ENSG00000233803.9","ENST00000426950.6"
"IFNA13","ENSG00000233816.3","ENST00000449498.2"
"HIST1H2BN","ENSG00000233822.4","ENST00000612898.1"
"POTEB","ENSG00000233917.8","ENST00000439682.1"
"CTXN2","ENSG00000233932.4","ENST00000417307.2"
"UQCRHL","ENSG00000233954.6","ENST00000483273.2"
"PAGE2","ENSG00000234068.6","ENST00000374968.8"
"TRIM26","ENSG00000234127.8","ENST00000453195.5"
"C16orf82","ENSG00000234186.2","ENST00000418886.1"
"TMEM229A","ENSG00000234224.2","ENST00000455783.2"
"PRR20E","ENSG00000234278.3","ENST00000434815.1"
"ZNF879","ENSG00000234284.6","ENST00000444149.6"
"H2BFS","ENSG00000234289.5","ENST00000599962.1"
"CCDC188","ENSG00000234409.6","ENST00000439765.3"
"RBMY1A1","ENSG00000234414.7","ENST00000303902.9"
"KBTBD13","ENSG00000234438.3","ENST00000432196.3"
"ZNF736","ENSG00000234444.9","ENST00000423484.2"
"PINLYP","ENSG00000234465.10","ENST00000562365.2"
"CLDN34","ENSG00000234469.4","ENST00000445307.4"
"C5orf58","ENSG00000234511.8","ENST00000593851.3"
"FAM133B","ENSG00000234545.7","ENST00000445716.5"
"OR10G8","ENSG00000234560.3","ENST00000431524.1"
"JRK","ENSG00000234616.8","ENST00000615982.4"
"HLA-B","ENSG00000234745.10","ENST00000412585.6"
"C11orf94","ENSG00000234776.4","ENST00000449465.1"
"RP11-526A4.1","ENSG00000234828.8","ENST00000636414.1"
"IFNA17","ENSG00000234829.4","ENST00000413767.2"
"APOC2","ENSG00000234906.9","ENST00000252490.5"
"SHISA8","ENSG00000234965.2","ENST00000621082.1"
"ANKRD65","ENSG00000235098.8","ENST00000520296.5"
"LINC00094","ENSG00000235106.9","ENST00000432807.1"
"ZSCAN31","ENSG00000235109.7","ENST00000439158.5"
"C12orf75","ENSG00000235162.8","ENST00000443585.5"
"SMIM1","ENSG00000235169.7","ENST00000444870.6"
"KDM4E","ENSG00000235268.2","ENST00000450979.2"
"RPEL1","ENSG00000235376.5","ENST00000441178.2"
"SPAAR","ENSG00000235387.2","ENST00000443779.1"
"TOPORS-AS1","ENSG00000235453.8","ENST00000450093.2"
"NFAM1","ENSG00000235568.6","ENST00000329021.9"
"NKX1-1","ENSG00000235608.1","ENST00000422806.1"
"RNF148","ENSG00000235631.1","ENST00000434824.1"
"CXorf51B","ENSG00000235699.2","ENST00000438525.2"
"ANKRD34C","ENSG00000235711.4","ENST00000421388.3"
"MFRP","ENSG00000235718.8","ENST00000619721.5"
"KIAA0040","ENSG00000235750.9","ENST00000619513.1"
"B3GALT4","ENSG00000235863.3","ENST00000451237.2"
"LCE6A","ENSG00000235942.2","ENST00000431011.2"
"PNMA6A","ENSG00000235961.5","ENST00000421798.4"
"PATE3","ENSG00000236027.2","ENST00000445202.1"
"OR5H14","ENSG00000236032.2","ENST00000437310.1"
"ZBTB22","ENSG00000236104.2","ENST00000431845.2"
"USP17L4","ENSG00000236125.3","ENST00000526929.1"
"CLEC2L","ENSG00000236279.6","ENST00000422142.6"
"ZBED5","ENSG00000236287.7","ENST00000432999.6"
"SLFN14","ENSG00000236320.3","ENST00000415846.3"
"PPIAL4G","ENSG00000236334.2","ENST00000419275.2"
"GAGE12F","ENSG00000236362.8","ENST00000639028.1"
"CT47A1","ENSG00000236371.5","ENST00000433030.3"
"LINC00854","ENSG00000236383.8","ENST00000636331.1"
"SLC35G4","ENSG00000236396.8","ENST00000588001.2"
"TAS2R39","ENSG00000236398.2","ENST00000446620.1"
"UBE2L5P","ENSG00000236444.4","ENST00000436446.1"
"CT47B1","ENSG00000236446.3","ENST00000371311.4"
"RP11-98L5.5","ENSG00000236543.2","ENST00000430816.2"
"ZNF853","ENSG00000236609.3","ENST00000457543.3"
"IFNA4","ENSG00000236637.4","ENST00000421715.2"
"ARHGEF38","ENSG00000236699.8","ENST00000420470.2"
"GAGE12B","ENSG00000236737.1","ENST00000361446.5"
"CTAGE9","ENSG00000236761.5","ENST00000314099.9"
"RP11-96L14.7","ENSG00000236782.6","ENST00000448923.2"
"C3orf84","ENSG00000236980.9","ENST00000545770.6"
"OR10G9","ENSG00000236981.1","ENST00000375024.1"
"USP17L8","ENSG00000237038.5","ENST00000527080.1"
"TAAR9","ENSG00000237110.2","ENST00000434551.2"
"C4orf51","ENSG00000237136.7","ENST00000438731.6"
"B3GNT9","ENSG00000237172.3","ENST00000449549.3"
"CDKN2AIPNL","ENSG00000237190.3","ENST00000458198.2"
"MBD3L5","ENSG00000237247.6","ENST00000329753.5"
"RNF223","ENSG00000237330.2","ENST00000453464.2"
"PATE4","ENSG00000237353.6","ENST00000457514.2"
"OR4A47","ENSG00000237388.2","ENST00000446524.1"
"PRSS56","ENSG00000237412.6","ENST00000449534.6"
"ZNF737","ENSG00000237440.8","ENST00000427401.8"
"BHMG1","ENSG00000237452.2","ENST00000457052.2"
"LINC00959","ENSG00000237489.3","ENST00000637128.1"
"SHISA9","ENSG00000237515.8","ENST00000558583.2"
"OR7E24","ENSG00000237521.2","ENST00000456448.2"
"AC114783.1","ENSG00000237524.8","ENST00000636457.1"
"HLA-DQA2","ENSG00000237541.3","ENST00000374940.3"
"KIFC1","ENSG00000237649.7","ENST00000428849.6"
"C2orf74","ENSG00000237651.6","ENST00000426997.5"
"GAGE12C","ENSG00000237671.3","ENST00000420398.2"
"IRGM","ENSG00000237693.4","ENST00000522154.1"
"PRAMEF33","ENSG00000237700.2","ENST00000437300.2"
"AMY1A","ENSG00000237763.9","ENST00000370083.8"
"FAM231A","ENSG00000237847.2","ENST00000434336.2"
"MPC1L","ENSG00000238205.3","ENST00000423387.3"
"RP13-210D15.4","ENSG00000238210.3","ENST00000454551.1"
"C9orf69","ENSG00000238227.7","ENST00000418388.5"
"OR2W3","ENSG00000238243.3","ENST00000360358.3"
"PAGE2B","ENSG00000238269.8","ENST00000374971.1"
"TXNDC5","ENSG00000239264.8","ENST00000379757.8"
"GATSL3","ENSG00000239282.7","ENST00000407689.7"
"RNF103","ENSG00000239305.6","ENST00000237455.4"
"RBM14","ENSG00000239306.4","ENST00000310137.4"
"ALKBH6","ENSG00000239382.10","ENST00000378875.7"
"ASB14","ENSG00000239388.8","ENST00000389601.3"
"PCDHA13","ENSG00000239389.7","ENST00000409494.5"
"KLHL41","ENSG00000239474.6","ENST00000284669.1"
"OR1J4","ENSG00000239590.1","ENST00000340750.1"
"MEIKIN","ENSG00000239642.5","ENST00000439905.5"
"NME1","ENSG00000239672.7","ENST00000393196.7"
"TNFSF12","ENSG00000239697.10","ENST00000293825.10"
"CDRT4","ENSG00000239704.10","ENST00000619038.4"
"APOBEC3G","ENSG00000239713.8","ENST00000407997.3"
"TLR9","ENSG00000239732.3","ENST00000360658.2"
"WBP1","ENSG00000239779.6","ENST00000233615.6"
"MRPS17","ENSG00000239789.5","ENST00000285298.8"
"PRAMEF11","ENSG00000239810.3","ENST00000619922.1"
"DEFA3","ENSG00000239839.6","ENST00000327857.6"
"GET4","ENSG00000239857.6","ENST00000265857.7"
"KRTAP9-2","ENSG00000239886.5","ENST00000377721.3"
"C1orf226","ENSG00000239887.4","ENST00000458626.3"
"ADSL","ENSG00000239900.12","ENST00000216194.11"
"LILRA4","ENSG00000239961.2","ENST00000291759.4"
"LILRA2","ENSG00000239998.5","ENST00000391737.3"
"TEX35","ENSG00000240021.9","ENST00000367643.7"
"AMY2B","ENSG00000240038.6","ENST00000610648.1"
"RP11-451G4.2","ENSG00000240045.1","ENST00000489090.1"
"LY6G5B","ENSG00000240053.8","ENST00000409525.1"
"PSMB9","ENSG00000240065.7","ENST00000374859.2"
"PCDHGC3","ENSG00000240184.6","ENST00000617641.4"
"SMKR1","ENSG00000240204.2","ENST00000462322.2"
"UGT1A5","ENSG00000240224.1","ENST00000373414.3"
"COX19","ENSG00000240230.5","ENST00000344111.3"
"DEFA1B","ENSG00000240247.7","ENST00000382689.7"
"PPIL3","ENSG00000240344.8","ENST00000392283.8"
"LCE1F","ENSG00000240386.3","ENST00000334371.3"
"KIR3DL2","ENSG00000240403.5","ENST00000326321.7"
"KRTAP13-3","ENSG00000240432.3","ENST00000390690.2"
"TNFRSF13B","ENSG00000240505.8","ENST00000261652.6"
"KRTAP9-1","ENSG00000240542.4","ENST00000398470.1"
"L1TD1","ENSG00000240563.1","ENST00000498273.1"
"AQP1","ENSG00000240583.11","ENST00000311813.9"
"C1QTNF9","ENSG00000240654.6","ENST00000332018.4"
"ISY1","ENSG00000240682.9","ENST00000273541.12"
